semantic_pattern,syntactic_key,display_path,count
系统 → 具有 → 概念,nn->nn->nn->nn->nn->conj->dobj->conj->root->dobj->conj,航空(nn) — 发动机(nn) — 预测(nn) — 健康(nn) — 管理(nn) — 系统(conj) — 方案(dobj) — 设计(conj) — 介绍(root) — 功能(dobj) — 定义(conj),1
系统 → 具有 → 概念,nn->nn->nn->nn->nn->conj->dobj->conj->root->dobj->nn->conj,航空(nn) — 发动机(nn) — 预测(nn) — 健康(nn) — 管理(nn) — 系统(conj) — 方案(dobj) — 设计(conj) — 介绍(root) — 功能(dobj) — 设计(nn) — 目标(conj),1
系统 → 具有 → 特性,punct->prnmod->nn->top->root->root->prep->pobj->amod->nn->nn,((punct) — IVHM(prnmod) — 管理(nn) — 技术(top) — 是(root) — 提出(root) — 针对(prep) — 特点(pobj) — 复杂(amod) — 数据(nn) — 交换(nn),1
系统 → 具有 → 特性,punct->prnmod->nn->top->root->root->prep->pobj->conj->amod,((punct) — IVHM(prnmod) — 管理(nn) — 技术(top) — 是(root) — 提出(root) — 针对(prep) — 特点(pobj) — 互操作性(conj) — 高(amod),1
系统 → 具有 → 现象,assmod->assm->nn->assmod->nsubj->root->conj->nsubj->amod->nn,飞机(assmod) — 的(assm) — 引气(nn) — 系统(assmod) — 运行(nsubj) — 起(root) — 表现(conj) — 变化(nsubj) — 关键(amod) — 参数(nn),1
系统 → 具有 → 系统架构,assmod,系统(assmod),1
系统 → 具有 → 组成部分,amod->assmod->pobj->prep->root->root->prep->pobj->conj,轻型(amod) — 飞机(assmod) — 使用(pobj) — 随着(prep) — 面临(root) — 进行(root) — 对(prep) — 受益(pobj) — 框架(conj),1
系统 → 具有 → 结构,nn->nn->top->root->root->prep->pobj->nn->nn,航空(nn) — 电子(nn) — 系统(top) — 是(root) — 结合(root) — 通过(prep) — 分析(pobj) — 分层(nn) — 结构(nn),1
系统 → 具有 → 设计,amod->amod->nn->conj->assmod->dobj->amod->nn,在线(amod) — 机载(amod) — EPHM(nn) — 系统(conj) — 系统(assmod) — 设计(dobj) — 基本(amod) — 结构(nn),1
系统 → 具有 → 设计,amod->nn->assmod->dobj->amod->nn,离线(amod) — EPHM(nn) — 系统(assmod) — 设计(dobj) — 基本(amod) — 结构(nn),1
系统 → 具有 → 需求,punct->punct->top->prnmod,((punct) — )(punct) — 系统(top) — PHM(prnmod),1
系统 → 具有特征 → 特征,amod->nn->lobj->loc->rcmod->dobj->root->root->nsubj,大型(amod) — 飞机(nn) — 发动机(lobj) — 中(loc) — 诊断(rcmod) — 问题(dobj) — 研究(root) — 复杂(root) — 结构(nsubj),1
系统 → 具有特性 → 特性,nn->nn->nn->nsubj->root->conj->ccomp->amod->top->dobj,直升机(nn) — 旋翼(nn) — 系统(nn) — 方法(nsubj) — 组成(root) — 为(conj) — 无(ccomp) — 单一(amod) — 通道(top) — 备份(dobj),1
系统 → 减小 → 影响,nn->dobj->ccomp->conj->dobj->rcmod->nsubj->cc->nn,修正(nn) — 系统(dobj) — 设计(ccomp) — 减小(conj) — 影响(dobj) — 造成(rcmod) — 噪声(nsubj) — 与(cc) — 系统(nn),1
系统 → 减小 → 影响,nn->dobj->ccomp->conj->dobj->rcmod->nsubj->nn->conj,修正(nn) — 系统(dobj) — 设计(ccomp) — 减小(conj) — 影响(dobj) — 造成(rcmod) — 噪声(nsubj) — 测量(nn) — 噪声(conj),1
系统 → 减小 → 风险,nn->dobj->ccomp->root->root->conj->conj->dobj->cc->rcmod,修正(nn) — 系统(dobj) — 设计(ccomp) — 是(root) — 缩小(root) — 提高(conj) — 减小(conj) — 概率(dobj) — 和(cc) — 误诊(rcmod),1
系统 → 减小 → 风险,nn->dobj->ccomp->root->root->conj->conj->dobj->conj->assmod->assm,修正(nn) — 系统(dobj) — 设计(ccomp) — 是(root) — 缩小(root) — 提高(conj) — 减小(conj) — 概率(dobj) — 误判(conj) — 监控(assmod) — 的(assm),1
系统 → 减少 → 成本,nn->nn->nn->dobj->ccomp->prep->pccomp->cc->nn->conj,飞机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 研究(ccomp) — 通过(prep) — 分析(pccomp) — 与(cc) — 飞机(nn) — 运行(conj),1
系统 → 减少 → 指标,nn->nn->nn->nn->dobj->root->prep->pobj->assmod->nn,飞机(nn) — 健康(nn) — 管理(nn) — 专家(nn) — 系统(dobj) — 设计(root) — 针对(prep) — 需要(pobj) — 维护(assmod) — 地面(nn),1
系统 → 分为 → 组成部分,amod->nn->nn->dobj->conj->root->root->conj->dobj,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 介绍(root) — 分为(conj) — 执行层(dobj),1
系统 → 分为 → 组成部分,amod->nn->nn->dobj->conj->root->root->conj->dobj->conj,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 介绍(root) — 分为(conj) — 执行层(dobj) — 决策层(conj),1
系统 → 分为 → 组成部分,amod->nn->nn->dobj->conj->root->root->conj->dobj->conj,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 介绍(root) — 分为(conj) — 执行层(dobj) — 感知层(conj),1
系统 → 分析 → 数据,nn->nn->nn->dobj->conj->ccomp->dobj->rcmod->cpm,飞机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 研究(conj) — 分析(ccomp) — 数据(dobj) — 下载(rcmod) — 的(cpm),1
系统 → 分析 → 问题,nn->nn->cpm->amod->nn->dobj->rcmod->dobj->root->conj->dobj->conj->nn->nn->assmod->assm,航空(nn) — 电子(nn) — 的(cpm) — 在线(amod) — 测试(nn) — 设备(dobj) — 面向(rcmod) — 系统(dobj) — 提出(root) — 应用(conj) — 装置(dobj) — 异常(conj) — 航空(nn) — 电子(nn) — 设备(assmod) — 的(assm),1
系统 → 切换到 → 控制回路,nn->nn->dobj->conj->root->conj->dep->nsubj->advmod->dobj,容错(nn) — 控制(nn) — 系统(dobj) — 设计(conj) — 综合(root) — 切换(conj) — 控制(dep) — 风扇(nsubj) — 转速(advmod) — 回路(dobj),1
系统 → 划分为 → 功能模块,nn->amod->assm->nn->nn->nn->assmod->dobj->conj->root->conj->dobj->nn->conj->amod,C919(nn) — 大型(amod) — 的(assm) — 健康(nn) — 管理(nn) — 系统(nn) — 客机(assmod) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 监控(conj) — 实时(amod),1
系统 → 划分为 → 功能模块,nn->amod->assm->nn->nn->nn->assmod->dobj->conj->root->conj->dobj->nn->nn->conj,C919(nn) — 大型(amod) — 的(assm) — 健康(nn) — 管理(nn) — 系统(nn) — 客机(assmod) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 故障(nn) — 诊断(conj),1
系统 → 划分为 → 功能模块,nn->amod->assm->nn->nn->nn->assmod->dobj->conj->root->conj->dobj->nn->punct->nn->nn->nn->conj,C919(nn) — 大型(amod) — 的(assm) — 健康(nn) — 管理(nn) — 系统(nn) — 客机(assmod) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 、(punct) — 健康(nn) — 状况(nn) — 趋势(nn) — 分析(conj),1
系统 → 利用 → 数据,nn->nn->cpm->amod->nn->dobj->rcmod->dobj->root->dobj->rcmod->dep->dobj->lobj->dep->nn,航空(nn) — 电子(nn) — 的(cpm) — 在线(amod) — 测试(nn) — 设备(dobj) — 面向(rcmod) — 系统(dobj) — 提出(root) — 方法(dobj) — 监测(rcmod) — 利用(dep) — 数据(dobj) — 机(lobj) — 上(dep) — 环境(nn),1
系统 → 包含 → 关键技术,amod->nn->nn->dobj->conj->root->root->conj->dobj->prnmod->dobj->nn->amod->nn,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 介绍(root) — 阐述(conj) — 技术(dobj) — 包括(prnmod) — 方面(dobj) — 交互(nn) — 智能(amod) — 人机(nn),1
系统 → 包含 → 关键技术,amod->nn->nn->dobj->conj->root->root->conj->dobj->prnmod->dobj->nn->conj->amod->nn,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 介绍(root) — 阐述(conj) — 技术(dobj) — 包括(prnmod) — 方面(dobj) — 交互(nn) — 导引(conj) — 自动(amod) — 攻击(nn),1
系统 → 包含 → 关键技术,amod->nn->nn->dobj->conj->root->root->conj->dobj->prnmod->dobj->nn->conj->nn->conj,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 介绍(root) — 阐述(conj) — 技术(dobj) — 包括(prnmod) — 方面(dobj) — 交互(nn) — 评估(conj) — 态势(nn) — 感知(conj),1
系统 → 包含 → 关键技术,nn->amod->dobj->nn,飞行器(nn) — 综合(amod) — 技术(dobj) — 管理(nn),1
系统 → 包含 → 关键技术,nn->nn->amod,飞行器(nn) — 管理(nn) — 综合(amod),1
系统 → 包含 → 关键技术,nn->nn->amod->dobj->conj->root->dep->dep->dobj->assmod->nn,飞行器(nn) — 管理(nn) — 综合(amod) — 技术(dobj) — 促使(conj) — 提出(root) — 使(dep) — 成为(dep) — 技术(dobj) — 管理(assmod) — 任务(nn),1
系统 → 包含 → 关键技术,prnmod->nn->conj->conj->nn->nn,APHM(prnmod) — 管理(nn) — 设计(conj) — 要求(conj) — 维护(nn) — 系统(nn),1
系统 → 包含 → 关键技术,prnmod->nn->conj->conj->nn->nn->conj,APHM(prnmod) — 管理(nn) — 设计(conj) — 要求(conj) — 维护(nn) — 健康(nn) — 评估(conj),1
系统 → 包含 → 关键技术,prnmod->nn->conj->conj->nn->pobj->prep->conj->root->prep->pobj->nn->nn->conj,APHM(prnmod) — 管理(nn) — 设计(conj) — 要求(conj) — 维护(nn) — 技术(pobj) — 对(prep) — 介绍(conj) — 是(root) — 作为(prep) — 技术(pobj) — 管理(nn) — 故障(nn) — 预测(conj),1
系统 → 包含 → 功能,nn->nn->nn->nn->pobj->nn->nn,飞行器(nn) — 健康(nn) — 管理(nn) — 系统(nn) — 部分(pobj) — 故障(nn) — 预测(nn),1
系统 → 包含 → 功能,punct->prnmod->assmod->conj,",(punct) — PHM(prnmod) — 技术(assmod) — 诊断(conj)",1
系统 → 包含 → 功能,punct->prnmod->assmod->nn,",(punct) — PHM(prnmod) — 技术(assmod) — 故障(nn)",1
系统 → 包含 → 功能模块,cc->nn->nn->conj,与(cc) — 健康(nn) — 管理(nn) — 诊断(conj),1
飞机 → 提高 → Performance Metric,nummod->nn->nsubj->root->root->dobj->nn->conj,多(nummod) — 电(nn) — 飞机(nsubj) — 统一(root) — 提高(root) — 维护性(dobj) — 燃油(nn) — 经济性(conj),1
系统 → 包含 → 子系统,nn->nn->nn->conj->assmod->dobj->root->conj->prep->pobj->nn->conj->amod->nn->nn->nn->nn,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 提出(root) — 进行(conj) — 对(prep) — 技术(pobj) — 系统(nn) — 系统(conj) — 机载(amod) — 液压(nn) — 泵源(nn) — 健康(nn) — 监测(nn),1
系统 → 包含 → 子系统,nn->nn->nn->conj->assmod->dobj->root->conj->prep->pobj->nn->nn->nn->nn,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 提出(root) — 进行(conj) — 对(prep) — 技术(pobj) — 系统(nn) — 地面(nn) — 维护(nn) — 管理(nn),1
系统 → 包含 → 子系统,nn->nn->nn->pobj->assmod->dobj->pccomp->prep->root->root->dep->ccomp->conj->nsubj->nn,飞行(nn) — 控制(nn) — 系统(nn) — 分析(pobj) — 对(assmod) — 现状(dobj) — 梳理(pccomp) — 为(prep) — 总结(root) — 得出(root) — 包括(dep) — 泄漏(ccomp) — 一致(conj) — 指示(nsubj) — 升降舵(nn),1
系统 → 包含 → 子系统,nn->nn->nn->pobj->assmod->dobj->pccomp->prep->root->root->dep->ccomp->conj->nsubj->nn,飞行(nn) — 控制(nn) — 系统(nn) — 分析(pobj) — 对(assmod) — 现状(dobj) — 梳理(pccomp) — 为(prep) — 总结(root) — 得出(root) — 包括(dep) — 泄漏(ccomp) — 耗时(conj) — 动作(nsubj) — 襟翼(nn),1
系统 → 包含 → 子系统,nn->nn->nn->pobj->assmod->dobj->pccomp->prep->root->root->dep->ccomp->nn,飞行(nn) — 控制(nn) — 系统(nn) — 分析(pobj) — 对(assmod) — 现状(dobj) — 梳理(pccomp) — 为(prep) — 总结(root) — 得出(root) — 包括(dep) — 泄漏(ccomp) — 方向舵(nn),1
系统 → 包含 → 技术,nn->nn->nn->nn->lobj->dep->assmod->nn->nn->nn,航空(nn) — 发动机(nn) — 健康(nn) — 管理(nn) — 系统(lobj) — 中(dep) — 技术(assmod) — 气路(nn) — 故障(nn) — 诊断(nn),1
系统 → 包含 → 技术集合,nn->nn->assmod->dobj->conj->amod,电子(nn) — 航空(nn) — 系统(assmod) — 之一(dobj) — 技术(conj) — 关键(amod),1
系统 → 包含 → 技术领域,assmod,系统(assmod),1
系统 → 包含 → 技术领域,assmod->dobj->root->root->dobj->assmod->nn->conj->amod,系统(assmod) — 需求(dobj) — 面对(root) — 分析(root) — 技术(dobj) — 领域(assmod) — 信息(nn) — 导航(conj) — 无线电(amod),1
系统 → 包含 → 技术领域,assmod->dobj->root->root->dobj->assmod->nn->conj->amod,系统(assmod) — 需求(dobj) — 面对(root) — 分析(root) — 技术(dobj) — 领域(assmod) — 信息(nn) — 数据链(conj) — 机载(amod),1
系统 → 包含 → 技术领域,assmod->dobj->root->root->dobj->assmod->nn->conj->nn,系统(assmod) — 需求(dobj) — 面对(root) — 分析(root) — 技术(dobj) — 领域(assmod) — 信息(nn) — 惯导(conj) — 大气(nn),1
系统 → 包含 → 技术领域,assmod->dobj->root->root->prep->pobj->vmod,系统(assmod) — 需求(dobj) — 面对(root) — 提出(root) — 在(prep) — 方面(pobj) — 控制(vmod),1
飞机 → 统一能源为 → 能源,nummod->nn->nsubj->root->dobj,多(nummod) — 电(nn) — 飞机(nsubj) — 统一(root) — 电能(dobj),1
系统 → 包含 → 技术领域,assmod->dobj->root->root->prep->pobj->vmod->dep->cc,系统(assmod) — 需求(dobj) — 面对(root) — 提出(root) — 在(prep) — 方面(pobj) — 享(vmod) — 管理(dep) — 与(cc),1
系统 → 包含 → 技术领域,assmod->dobj->root->root->prep->pobj->vmod->nsubj,系统(assmod) — 需求(dobj) — 面对(root) — 提出(root) — 在(prep) — 方面(pobj) — 享(vmod) — 信息(nsubj),1
系统 → 包含 → 模块,nn->nn->nn->nn->nn->nn->dobj->root->conj->dobj->cc->nn,航空(nn) — 机电(nn) — 作动器(nn) — 健康(nn) — 管理(nn) — 验证(nn) — 系统(dobj) — 设计(root) — 提出(conj) — 模块(dobj) — 与(cc) — 评估(nn),1
系统 → 包含 → 硬件,nn->nn->nn->nn->nn->nn->dobj->root->conj->dobj->conj->rcmod->nn->nn,航空(nn) — 机电(nn) — 作动器(nn) — 健康(nn) — 管理(nn) — 验证(nn) — 系统(dobj) — 设计(root) — 提出(conj) — 模块(dobj) — 平台(conj) — 验证(rcmod) — 系统(nn) — 硬件(nn),1
系统 → 包含 → 系统,nn->nn->nn->nn->nn->conj->dobj->conj->root->conj->dobj->assmod->amod->nn,航空(nn) — 发动机(nn) — 预测(nn) — 健康(nn) — 管理(nn) — 系统(conj) — 方案(dobj) — 设计(conj) — 介绍(root) — 完成(conj) — 设计(dobj) — 系统(assmod) — 离线(amod) — EPHM(nn),1
系统 → 包含 → 系统,nn->nn->nn->nn->nn->conj->dobj->conj->root->conj->dobj->assmod->conj->amod->amod->nn,航空(nn) — 发动机(nn) — 预测(nn) — 健康(nn) — 管理(nn) — 系统(conj) — 方案(dobj) — 设计(conj) — 介绍(root) — 完成(conj) — 设计(dobj) — 系统(assmod) — 系统(conj) — 在线(amod) — 机载(amod) — EPHM(nn),1
系统 → 包含 → 组件,nn->nn->nn->dobj->pccomp->prep->ccomp->root->dep->conj->dobj->amod->nn->nn->nn,直升机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 构建(pccomp) — 通过(prep) — 进行(ccomp) — 提出(root) — 介绍(dep) — 设计(conj) — 系统(dobj) — 无线(amod) — 数据(nn) — 传输(nn) — 通信(nn),1
系统 → 包含 → 组件,nn->nn->nn->dobj->pccomp->prep->ccomp->root->dep->conj->dobj->conj,直升机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 构建(pccomp) — 通过(prep) — 进行(ccomp) — 提出(root) — 介绍(dep) — 设计(conj) — 系统(dobj) — 地面站(conj),1
系统 → 包含 → 组件,nn->nn->nn->dobj->pccomp->prep->ccomp->root->dep->conj->dobj->conj->nn->nn,直升机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 构建(pccomp) — 通过(prep) — 进行(ccomp) — 提出(root) — 介绍(dep) — 设计(conj) — 系统(dobj) — 单元(conj) — HUMS(nn) — 处理(nn),1
系统 → 包含 → 组件,nn->nn->nn->dobj->root->prep->pccomp->dobj->nn->nn->nn->nn->nn,发动机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 建立(root) — 通过(prep) — 建立(pccomp) — 中心(dobj) — 发动机(nn) — 健康(nn) — 管理(nn) — 云端(nn) — 数据(nn),1
系统 → 包含 → 组成部分,punct->prnmod->assmod->dobj->top->conj->root->root->prep->pobj->nn->conj->amod->nn,",(punct) — PHM(prnmod) — 技术(assmod) — 研究(dobj) — 开展(top) — 是(conj) — 是(root) — 开展(root) — 对(prep) — 环节(pobj) — 管理(nn) — 要素(conj) — 基础(amod) — 资源(nn)",1
系统 → 包含 → 组成部分,punct->prnmod->assmod->dobj->top->conj->root->root->prep->pobj->nn->conj->nn,",(punct) — PHM(prnmod) — 技术(assmod) — 研究(dobj) — 开展(top) — 是(conj) — 是(root) — 开展(root) — 对(prep) — 环节(pobj) — 管理(nn) — 结构(conj) — 层次(nn)",1
系统 → 包含 → 组成部分,punct->prnmod->assmod->dobj->top->conj->root->root->prep->pobj->nn->conj->nn,",(punct) — PHM(prnmod) — 技术(assmod) — 研究(dobj) — 开展(top) — 是(conj) — 是(root) — 开展(root) — 对(prep) — 环节(pobj) — 管理(nn) — 要素(conj) — 功能(nn)",1
系统 → 包含 → 组成部分,punct->prnmod->assmod->dobj->top->conj->root->root->prep->pobj->nn->nn->conj,",(punct) — PHM(prnmod) — 技术(assmod) — 研究(dobj) — 开展(top) — 是(conj) — 是(root) — 开展(root) — 对(prep) — 环节(pobj) — 管理(nn) — 状态(nn) — 策略(conj)",1
系统 → 包含 → 设计,top->root->root->conj->dobj->conj->nn->nn,系统(top) — 是(root) — 结合(root) — 包含(conj) — 实现(dobj) — 设计(conj) — 体系(nn) — 结构(nn),1
系统 → 包含 → 软件环境,nn->nn->nn->nn->nn->nn->dobj->root->conj->dobj->conj->amod->nn->nn,航空(nn) — 机电(nn) — 作动器(nn) — 健康(nn) — 管理(nn) — 验证(nn) — 系统(dobj) — 设计(root) — 提出(conj) — 模块(dobj) — 环境(conj) — 通用(amod) — 软件(nn) — 运行(nn),1
系统 → 包含 → 部件,nn->nn->assmod->dep->prnmod->nn->nn->nn,飞机(nn) — 机电(nn) — 系统(assmod) — 部件(dep) — 部件(prnmod) — 飞机(nn) — 机电(nn) — 系统(nn),1
